Name,KM,Fuel Type,Manufacturing Year,Registration Year,No of Owners,Transmission,Color,Location,Engine Capacity (cc),Mileage (kmpl),Length (mm),Width (mm),Height (mm),Wheelbase (mm),Seating Capacity,Fuel Tank Capacity (L),Seat Belt Warning,Heater,Cruise Control,Child Safety Lock,Speed Sensing Door Lock,Rain-sensing Wipers,Rear Wiper,New Car Price (Lakh),Old Car Price (Lakh),IMG
2023 Maruti Suzuki Ertiga ZXi (O) CNG [2023-2025],83712,CNG,2023,2023,First,Manual,Black,"Kalupur, Ahmedabad",1462.0,18.01,4395,1735,1690,2740,7,45.0,1,1,0,1,1,0,1,13.56,10.73,https://imgd.aeplcdn.com/640X480/vimages/202606/4613674_7888_1_1781681167676.jpg?qp=80&fit=true
2025 Maruti Suzuki Fronx Delta Plus 1.0 Turbo MT [2023-2025],16929,Petrol,2025,2025,First,Manual,Silver,"Gota, Ahmedabad",998.0,21.5,3995,1765,1550,2520,5,37.0,1,1,0,1,1,0,0,10.84,10.02,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782824642852.jpg?qp=80&fit=true
2024 Maruti Suzuki Fronx Delta Plus 1.2L AGS [2023-2025],16405,Petrol,2024,2024,First,Automatic,Grey,"Gota, Ahmedabad",1197.0,22.89,3995,1765,1550,2520,5,37.0,1,1,0,1,1,0,0,10.35,9.07,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782478981539.jpg?qp=80&fit=true
2024 Maruti Suzuki Fronx Delta 1.2L AGS [2023-2025],15624,Petrol,2024,2024,First,Automatic,Grey,"Jivraj Park, Ahmedabad",1197.0,22.89,3995,1765,1550,2520,5,37.0,1,1,0,1,1,0,0,9.91,8.59,https://imgd.aeplcdn.com/640X480/vimages/202607/4672334_133865_1_1783941905807.jpg?qp=80&fit=true
2023 Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT [2023-2025],124028,Petrol,2023,2023,First,Automatic,White,"Mumatpura, Ahmedabad",1462.0,20.58,4345,1795,1645,2600,5,45.0,1,1,1,1,1,0,1,18.97,12.93,https://imgd.aeplcdn.com/640X480/vimages/202606/4629686_138023_1_1782035705660.jpg?qp=80&fit=true
2024 Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT [2023-2025],27304,Petrol,2024,2024,First,Automatic,Blue,"Mumatpura, Ahmedabad",1462.0,20.58,4345,1795,1645,2600,5,45.0,1,1,1,1,1,0,1,18.97,15.19,https://imgd.aeplcdn.com/640X480/vimages/202607/4674314_138023_1_1784027645232.jpg?qp=80&fit=true
2022 Maruti Suzuki Grand Vitara Alpha Plus Intelligent Hybrid eCVT [2022-2023],33308,Hybrid,2022,2023,First,Automatic,White,"Makarba, Ahmedabad",1490.0,27.97,4345,1795,1645,2600,5,45.0,1,1,1,1,1,0,1,21.77,15.48,https://imgd.aeplcdn.com/640X480/vimages/202607/4649467_3609_1_1783502271484.jpg?qp=80&fit=true
2018 Maruti Suzuki Ignis Zeta 1.2 AMT,73450,Petrol,2018,2018,First,Automatic,White,"Enasan, Ahmedabad",1197.0,20.89,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,1,7.06,4.32,https://imgd.aeplcdn.com/640X480/vimages/202607/4672406_119938_1_1783943045142.jpg?qp=80&fit=true
2017 Maruti Suzuki Ignis Zeta 1.2 AMT,100735,Petrol,2017,2017,Third,Automatic,Grey,"Mumatpura, Ahmedabad",1197.0,20.89,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,1,7.06,3.42,https://imgd.aeplcdn.com/640X480/vimages/202605/4543063_138023_1_1778139633309.jpg?qp=80&fit=true
2018 Maruti Suzuki Ignis Zeta 1.2 MT,112715,Petrol,2018,2018,First,Manual,Grey,"Gota, Ahmedabad",1197.0,20.89,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,1,6.45,3.86,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381727351.jpg?qp=80&fit=true
2022 Maruti Suzuki Ignis Zeta 1.2 MT,102329,Petrol,2022,2022,First,Manual,Blue,"Gota, Ahmedabad",1197.0,20.8,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,1,7.42,4.97,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780636264865.jpg?qp=80&fit=true
2018 Maruti Suzuki Ignis Delta 1.2 MT,72988,Petrol,2018,2018,First,Manual,Blue,"Enasan, Ahmedabad",1197.0,20.89,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,0,5.98,3.88,https://imgd.aeplcdn.com/640X480/vimages/202607/4662118_119938_1_1783441445078.jpg?qp=80&fit=true
2020 Maruti Suzuki Ignis Zeta 1.2 AMT,92543,Petrol,2020,2020,First,Automatic,White,"Enasan, Ahmedabad",1197.0,20.89,3700,1690,1595,2435,5,32.0,1,1,0,1,1,0,1,7.2,4.79,https://imgd.aeplcdn.com/640X480/vimages/202606/4640916_119938_1_1782488645037.jpg?qp=80&fit=true
2024 Maruti Suzuki Jimny Alpha Petrol Automatic,11484,Petrol,2024,2024,First,Automatic,Blue,"Jivraj Park, Ahmedabad",1462.0,16.39,3985,1645,1720,2590,4,40.0,1,1,1,1,1,0,1,15.86,13.18,https://imgd.aeplcdn.com/640X480/vimages/202607/4672387_133865_1_1783942841403.jpg?qp=80&fit=true
2017 Maruti Suzuki S-Cross Zeta 1.3,94463,Diesel,2017,2017,First,Manual,Grey,"Gota, Ahmedabad",1248.0,23.65,4300,1765,1590,2600,5,48.0,1,1,1,1,0,0,1,10.89,5.92,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782750301875.jpg?qp=80&fit=true
2019 Maruti Suzuki S-Presso VXi Plus,93675,Petrol,2019,2019,Second,Manual,Orange,"Mumatpura, Ahmedabad",998.0,21.7,3565,1520,1564,2380,5,27.0,1,1,0,1,1,0,0,5.37,3.07,https://imgd.aeplcdn.com/640X480/vimages/202605/4538564_138023_1_1777934812984.jpg?qp=80&fit=true
2021 Maruti Suzuki S-Presso VXi Plus AMT,20875,Petrol,2021,2021,First,Automatic,White,"Gota, Ahmedabad",998.0,21.7,3565,1520,1564,2380,5,27.0,1,1,0,1,1,0,0,5.94,4.16,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783086662888.jpg?qp=80&fit=true
2020 Maruti Suzuki S-Presso VXi Plus,61722,Petrol,2020,2020,Second,Manual,Blue,"Enasan, Ahmedabad",998.0,21.7,3565,1520,1564,2380,5,27.0,1,1,0,1,1,0,0,5.37,3.35,https://imgd.aeplcdn.com/640X480/vimages/202607/4674743_119938_1_1784035505631.jpg?qp=80&fit=true
2015 Maruti Suzuki Swift DZire VXI,84839,Petrol,2015,2015,First,Manual,White,"Gota, Ahmedabad",1197.0,20.85,3995,1695,1555,2430,5,42.0,1,1,0,1,1,0,0,6.76,4.07,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782823083547.jpg?qp=80&fit=true
2015 Maruti Suzuki Swift DZire LXI,98248,Petrol,2015,2015,First,Manual,Red,"Mumatpura, Ahmedabad",1197.0,20.85,3995,1695,1555,2430,5,42.0,1,1,0,1,0,0,0,5.97,3.52,https://imgd.aeplcdn.com/640X480/vimages/202604/4504267_138023_1_1776322866006.jpg?qp=80&fit=true
2016 Maruti Suzuki Swift DZire VDI,116848,Diesel,2016,2016,First,Manual,White,"Enasan, Ahmedabad",1248.0,26.59,3995,1695,1555,2430,5,42.0,1,1,0,1,1,0,0,7.95,5.32,https://imgd.aeplcdn.com/640X480/vimages/202605/4573712_119938_1_1779469505072.jpg?qp=80&fit=true
2015 Maruti Suzuki Swift DZire VXI,67380,Petrol,2015,2015,First,Manual,White,"Gota, Ahmedabad",1197.0,20.85,3995,1695,1555,2430,5,42.0,1,1,0,1,1,0,0,6.76,4.15,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782822304197.jpg?qp=80&fit=true
2016 Maruti Suzuki Swift VDi [2014-2017],113279,Diesel,2016,2016,First,Manual,Red,"Gota, Ahmedabad",1248.0,25.2,3850,1695,1530,2430,5,42.0,1,1,0,1,1,0,0,7.38,4.83,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1780983963250.jpg?qp=80&fit=true
2020 Maruti Suzuki Swift VXi,171052,Petrol,2020,2020,Second,Manual,White,"Enasan, Ahmedabad",1197.0,21.21,3840,1735,1530,2450,5,37.0,1,1,0,1,1,0,0,6.99,4.58,https://imgd.aeplcdn.com/640X480/vimages/202606/4624688_119938_1_1781797025070.jpg?qp=80&fit=true
2024 Maruti Suzuki Swift ZXi Plus Petrol Manual,12985,Petrol,2024,2024,First,Manual,Grey,"Gota, Ahmedabad",1197.0,24.8,3860,1735,1520,2450,5,37.0,1,1,1,1,1,0,1,9.15,7.7,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783086723350.jpg?qp=80&fit=true
2019 Maruti Suzuki Swift ZXi AMT,58896,Petrol,2019,2019,First,Automatic,White,"Gota, Ahmedabad",1197.0,21.21,3840,1735,1530,2450,5,37.0,1,1,0,1,1,0,1,8.15,5.62,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381663936.jpg?qp=80&fit=true
2017 Maruti Suzuki Swift Lxi ABS [2014-2017],40597,Petrol,2017,2017,First,Manual,White,"Enasan, Ahmedabad",1197.0,20.4,3850,1695,1530,2430,5,42.0,1,1,0,1,1,0,0,5.69,4.08,https://imgd.aeplcdn.com/640X480/vimages/202607/4663919_119938_1_1783530185584.jpg?qp=80&fit=true
2022 Maruti Suzuki Swift VXi [2021-2023],37699,Petrol,2022,2022,First,Manual,Red,"Gota, Ahmedabad",1197.0,22.38,3845,1735,1530,2450,5,37.0,1,1,0,1,1,0,0,7.72,6.03,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1782922562808.jpg?qp=80&fit=true
2022 Maruti Suzuki Swift VXi [2021-2023],27650,Petrol,2022,2022,First,Manual,Red,"Gota, Ahmedabad",1197.0,22.38,3845,1735,1530,2450,5,37.0,1,1,0,1,1,0,0,7.72,6.11,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783087503271.jpg?qp=80&fit=true
2020 Maruti Suzuki Swift VXi AMT,50705,Petrol,2020,2020,Second,Automatic,Blue,"Enasan, Ahmedabad",1197.0,21.21,3840,1735,1530,2450,5,37.0,1,1,0,1,1,0,0,7.5,5.4,https://imgd.aeplcdn.com/640X480/vimages/202607/4674737_119938_1_1784035325161.jpg?qp=80&fit=true
2022 Maruti Suzuki Swift VXi AMT [2021-2023],38204,Petrol,2022,2022,Second,Automatic,Red,"Gota, Ahmedabad",1197.0,22.56,3845,1735,1530,2450,5,37.0,1,1,0,1,1,0,0,8.32,5.77,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782822541194.jpg?qp=80&fit=true
2024 Maruti Suzuki Swift VXi (O) Petrol Manual,24931,Petrol,2024,2024,First,Manual,Blue,"Gota, Ahmedabad",1197.0,24.8,3860,1735,1520,2450,5,37.0,1,1,0,1,1,0,0,7.66,6.6,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782824942455.jpg?qp=80&fit=true
2019 Maruti Suzuki Swift ZXi Plus AMT,56069,Petrol,2019,2019,First,Automatic,Red,"Gota, Ahmedabad",1197.0,21.21,3840,1735,1530,2450,5,37.0,1,1,0,1,1,0,1,9.0,5.64,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381483103.jpg?qp=80&fit=true
2024 Maruti Suzuki Swift VXi CNG Manual,41000,CNG,2024,2024,First,Manual,White,"Makarba, Ahmedabad",1197.0,32.85,3860,1735,1520,2450,5,37.0,1,1,0,1,1,0,0,8.35,7.11,https://imgd.aeplcdn.com/640X480/vimages/202607/4668363_72787_1_1783753965348.jpg?qp=80&fit=true
2017 Maruti Suzuki Vitara Brezza ZDi,85364,Diesel,2017,2017,Second,Manual,Red,"Mumatpura, Ahmedabad",1248.0,24.29,3995,1790,1640,2500,5,48.0,1,1,0,1,1,0,1,10.34,6.31,https://imgd.aeplcdn.com/640X480/vimages/202604/4480797_138023_1_1775310665571.jpg?qp=80&fit=true
2021 Maruti Suzuki Vitara Brezza VXi AT SHVS,65000,Petrol,2021,2021,First,Automatic,Silver,"Makarba, Ahmedabad",1462.0,18.7,3995,1790,1640,2500,5,48.0,1,1,0,1,1,0,0,11.29,7.56,https://imgd.aeplcdn.com/640X480/vimages/202607/4674444_3609_1784028779831.jpg?qp=80&fit=true
2022 Maruti Suzuki Vitara Brezza ZXi Plus [2022-2023],41000,Petrol,2022,2022,Second,Manual,Black,"Meghaninagar, Ahmedabad",1462.0,19.8,3995,1790,1685,2500,5,48.0,1,1,1,1,1,0,1,13.79,9.27,https://imgd.aeplcdn.com/640X480/image/used/1dzfwcvi2ska.jpeg?qp=80&fit=true
2022 Maruti Suzuki Vitara Brezza VXi,123572,Petrol,2022,2022,First,Manual,White,"Enasan, Ahmedabad",1462.0,17.0,3995,1790,1640,2500,5,48.0,1,1,0,1,1,0,0,9.89,6.81,https://imgd.aeplcdn.com/640X480/vimages/202607/4667837_119938_1_1783696282470.jpg?qp=80&fit=true
2022 Maruti Suzuki Vitara Brezza VXi,24938,Petrol,2022,2022,First,Manual,White,"Enasan, Ahmedabad",1462.0,17.0,3995,1790,1640,2500,5,48.0,1,1,0,1,1,0,0,9.89,7.81,https://imgd.aeplcdn.com/640X480/vimages/202606/4648692_119938_1_1782835266107.jpg?qp=80&fit=true
2018 Maruti Suzuki Wagon R VXI,45000,Petrol,2018,2018,First,Manual,White,"Vastrapur, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.65,https://imgd.aeplcdn.com/640X480/vimages/202607/4649935_156728_1782900824407.jpg?qp=80&fit=true
2020 Maruti Suzuki Wagon R VXi 1.2,66457,Petrol,2020,2020,First,Manual,White,"Gota, Ahmedabad",1197.0,20.52,3655,1620,1675,2435,5,32.0,1,1,0,1,1,0,0,6.49,4.52,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782381781246.jpg?qp=80&fit=true
2015 Maruti Suzuki Wagon R VXI,78955,Petrol,2015,2015,Second,Manual,Silver,"Mumatpura, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,2.85,https://imgd.aeplcdn.com/640X480/vimages/202605/4538181_138023_1_1777931170251.jpg?qp=80&fit=true
2016 Maruti Suzuki Wagon R VXI,111095,Petrol,2016,2016,First,Manual,White,"Mumatpura, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.06,https://imgd.aeplcdn.com/640X480/vimages/202606/4597029_138023_1_1780560965202.jpg?qp=80&fit=true
2015 Maruti Suzuki Wagon R VXI,79145,Petrol,2015,2015,Second,Manual,Silver,"Enasan, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,2.85,https://imgd.aeplcdn.com/640X480/vimages/202607/4651551_119938_1_1782973505054.jpg?qp=80&fit=true
2016 Maruti Suzuki Wagon R VXI,76678,Petrol,2016,2016,First,Manual,White,"Mumatpura, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.19,https://imgd.aeplcdn.com/640X480/vimages/202603/4463261_138023_1_1774546445714.jpg?qp=80&fit=true
2014 Maruti Suzuki Wagon R LXI CNG,54094,CNG,2014,2014,First,Manual,White,"Gota, Ahmedabad",998.0,26.6,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,0,5.37,2.89,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783404904646.jpg?qp=80&fit=true
2014 Maruti Suzuki Wagon R LXI,90889,Petrol,2014,2014,Second,Manual,White,"Gota, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,0,4.77,2.46,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783086963960.jpg?qp=80&fit=true
2019 Maruti Suzuki Wagon R VXi 1.0,52390,Petrol,2019,2019,Second,Manual,White,"Enasan, Ahmedabad",998.0,21.79,3655,1620,1675,2435,5,32.0,1,1,0,1,1,0,0,6.16,3.92,https://imgd.aeplcdn.com/640X480/vimages/202607/4667846_119938_1_1783696325349.jpg?qp=80&fit=true
2016 Maruti Suzuki Wagon R VXI,98995,Petrol,2016,2016,First,Manual,White,"Mumatpura, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.08,https://imgd.aeplcdn.com/640X480/vimages/202605/4538133_138023_1_1777930782937.jpg?qp=80&fit=true
2014 Maruti Suzuki Wagon R VXI,69071,Petrol,2014,2014,Second,Manual,White,"Enasan, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,2.67,https://imgd.aeplcdn.com/640X480/vimages/202603/4466157_119938_1_1774689486186.jpg?qp=80&fit=true
2025 Maruti Suzuki Wagon R VXi CNG 1.0L Manual,37000,CNG,2025,2025,First,Manual,White,"Makarba, Ahmedabad",998.0,33.47,3655,1620,1675,2435,5,,1,1,0,1,1,0,0,7.14,6.61,https://imgd.aeplcdn.com/640X480/vimages/202607/4668625_72787_1_1783754743345.jpg?qp=80&fit=true
2016 Maruti Suzuki Wagon R VXI,108656,Petrol,2016,2016,First,Manual,Grey,"Enasan, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.06,https://imgd.aeplcdn.com/640X480/vimages/202605/4589802_119938_1_1780243205019.jpg?qp=80&fit=true
2021 Maruti Suzuki Wagon R VXi 1.2,27197,Petrol,2021,2021,First,Manual,Grey,"Mumatpura, Ahmedabad",1197.0,20.52,3655,1620,1675,2435,5,32.0,1,1,0,1,1,0,0,6.49,4.8,https://imgd.aeplcdn.com/640X480/vimages/202606/4593769_138023_1_1780406766066.jpg?qp=80&fit=true
2021 Maruti Suzuki Wagon R VXi 1.0,67531,Petrol,2021,2021,First,Manual,Silver,"Mumatpura, Ahmedabad",998.0,21.79,3655,1620,1675,2435,5,32.0,1,1,0,1,1,0,0,6.16,4.56,https://imgd.aeplcdn.com/640X480/vimages/202607/4674956_138023_1_1784043125741.jpg?qp=80&fit=true
2015 Maruti Suzuki Wagon R VXI,75002,Petrol,2015,2015,Second,Manual,White,"Enasan, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,2.87,https://imgd.aeplcdn.com/640X480/vimages/202607/4673785_119938_1_1784018585105.jpg?qp=80&fit=true
2016 Maruti Suzuki Wagon R VXI,108656,Petrol,2016,2016,First,Manual,Grey,"Mumatpura, Ahmedabad",998.0,20.5,3599,1495,1700,2400,5,35.0,1,1,0,1,1,0,1,5.07,3.06,https://imgd.aeplcdn.com/640X480/vimages/202604/4499648_138023_1_1776100025062.jpg?qp=80&fit=true
2022 Maruti Suzuki XL6 Zeta MT Petrol [2022-2023],36683,Petrol,2022,2022,First,Manual,Red,"Gota, Ahmedabad",1462.0,20.9,4445,1775,1755,2740,6,45.0,1,1,1,1,1,0,1,12.79,9.7,https://imgd.aeplcdn.com/640X480/vimages/202606/0_165002_1_1782750483396.jpg?qp=80&fit=true
2021 Maruti Suzuki XL6 Alpha AT Petrol,18277,Petrol,2021,2021,First,Automatic,Silver,"Gota, Ahmedabad",1462.0,17.99,4445,1775,1700,2740,6,45.0,1,1,1,1,1,0,1,13.39,10.4,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783090261440.jpg?qp=80&fit=true
2021 Maruti Suzuki XL6 Alpha AT Petrol,27199,Petrol,2021,2021,First,Automatic,Grey,"Gota, Ahmedabad",1462.0,17.99,4445,1775,1700,2740,6,45.0,1,1,1,1,1,0,1,13.39,10.33,https://imgd.aeplcdn.com/640X480/vimages/202607/0_165002_1_1783404662152.jpg?qp=80&fit=true
2021 Maruti Suzuki XL6 Zeta MT Petrol,114922,Petrol,2021,2021,Second,Manual,Silver,"Mumatpura, Ahmedabad",1462.0,19.01,4445,1775,1700,2740,6,45.0,1,1,1,1,1,0,1,11.31,8.12,https://imgd.aeplcdn.com/640X480/vimages/202605/4554928_138023_1_1778698145097.jpg?qp=80&fit=true
2025 Mercedes-Benz A-Class Limousine 200d,9000,Diesel,2025,2025,First,Automatic,White,"Jivraj Park, Ahmedabad",1950.0,15.65,4558,1796,1429,2729,5,43.0,1,1,1,1,1,1,0,50.56,39.57,https://imgd.aeplcdn.com/640X480/vimages/202607/4655678_133865_1_1783145857486.jpg?qp=80&fit=true
2024 Mercedes-Benz A-Class Limousine 200d,13000,Diesel,2024,2024,First,Automatic,White,"Makarba, Ahmedabad",1950.0,15.65,4558,1796,1429,2729,5,43.0,1,1,1,1,1,1,0,50.56,36.85,https://imgd.aeplcdn.com/640X480/vimages/202607/4659771_3609_1783340599013.jpg?qp=80&fit=true
2025 Mercedes-Benz A-Class Limousine 200d,10000,Diesel,2025,2025,First,Automatic,White,"Jivraj Park, Ahmedabad",1950.0,15.65,4558,1796,1429,2729,5,43.0,1,1,1,1,1,1,0,50.56,39.57,https://imgd.aeplcdn.com/640X480/vimages/202606/4636399_133865_1_1782323063770.jpg?qp=80&fit=true
2022 Mercedes-Benz A-Class Limousine 200,29700,Petrol,2022,2022,First,Automatic,White,"Thaltej, Ahmedabad",1332.0,17.5,4548,1796,1429,2729,5,43.0,1,1,1,1,1,1,0,50.17,32.1,https://imgd.aeplcdn.com/640X480/vimages/202606/4614845_139623_1781343995818.jpg?qp=80&fit=true
2022 Mercedes-Benz A-Class Limousine 200d,42000,Diesel,2022,2022,First,Automatic,Grey,"Thaltej, Ahmedabad",1950.0,21.3,4549,1796,1446,2729,5,43.0,1,1,1,1,1,1,0,51.56,29.0,https://imgd.aeplcdn.com/640X480/vimages/202606/4614841_139623_1781350631231.jpeg?qp=80&fit=true
2019 Mercedes-Benz C-Class C220d Prime,87237,Diesel,2019,2019,First,Automatic,Blue,"Jivraj Park, Ahmedabad",1950.0,,4686,1810,1442,2840,5,66.0,1,1,1,1,1,1,0,48.22,24.22,https://imgd.aeplcdn.com/640X480/vimages/202607/4653493_133865_1_1783063148354.jpg?qp=80&fit=true
2019 Mercedes-Benz C-Class C220d Prime,86273,Diesel,2019,2019,First,Automatic,Blue,"Jivraj Park, Ahmedabad",1950.0,,4686,1810,1442,2840,5,66.0,1,1,1,1,1,1,0,48.22,24.22,https://imgd.aeplcdn.com/640X480/vimages/202607/4655594_133865_1_1783144028692.jpg?qp=80&fit=true
2018 Mercedes-Benz C-Class C 220d Prime [2018-2019],49500,Diesel,2018,2018,First,Automatic,Grey,"Vastrapur, Ahmedabad",1950.0,12.06,4686,1810,1442,2840,5,66.0,1,1,1,1,1,1,0,44.92,22.89,https://imgd.aeplcdn.com/640X480/vimages/202607/4655870_156728_1783151159691.jpeg?qp=80&fit=true
2019 Mercedes-Benz C-Class C220d Prime,53249,Diesel,2019,2020,First,Automatic,Black,"Vastrapur, Ahmedabad",1950.0,,4686,1810,1442,2840,5,66.0,1,1,1,1,1,1,0,48.22,25.16,https://imgd.aeplcdn.com/640X480/vimages/202607/4597681_156728_1782980395362.jpg?qp=80&fit=true
2016 Mercedes-Benz CLA 200 CDI Style,42855,Diesel,2016,2016,First,Automatic,Silver,"Jivraj Park, Ahmedabad",2143.0,17.9,4630,1777,1432,2699,5,56.0,1,1,1,1,1,1,0,35.38,15.59,https://imgd.aeplcdn.com/640X480/vimages/202607/4655650_133865_1_1783147388494.jpg?qp=80&fit=true
2022 Mercedes-Benz E-Class E 220d Exclusive [2021-2023],35000,Diesel,2022,2022,First,Automatic,Black,"Thaltej, Ahmedabad",1950.0,,5075,1860,1495,3079,5,80.0,1,1,1,1,1,1,0,84.82,57.0,https://imgd.aeplcdn.com/640X480/vimages/202606/4606298_6434_1_1781688010969.jpg?qp=80&fit=true
2022 Mercedes-Benz E-Class E 220d Exclusive [2021-2023],32509,Diesel,2022,2022,First,Automatic,White,"Makarba, Ahmedabad",1950.0,,5075,1860,1495,3079,5,80.0,1,1,1,1,1,1,0,84.82,57.0,https://imgd.aeplcdn.com/640X480/vimages/202601/4354837_3609_1_1769845218330.jpg?qp=80&fit=true
2022 Mercedes-Benz E-Class E 220d Exclusive [2021-2023],35000,Diesel,2022,2022,First,Automatic,White,"Thaltej, Ahmedabad",1950.0,,5075,1860,1495,3079,5,80.0,1,1,1,1,1,1,0,84.82,57.0,https://imgd.aeplcdn.com/640X480/vimages/202606/4614826_139623_1781343115974.jpg?qp=80&fit=true
2022 Mercedes-Benz E-Class E 220d Exclusive [2021-2023],33900,Diesel,2022,2023,First,Automatic,White,"Thaltej, Ahmedabad",1950.0,,5075,1860,1495,3079,5,80.0,1,1,1,1,1,1,0,84.82,57.0,https://imgd.aeplcdn.com/640X480/vimages/202606/4614833_139623_1781343237448.jpg?qp=80&fit=true
2017 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],117624,Diesel,2017,2017,First,Automatic,White,"Thaltej, Ahmedabad",2987.0,,5063,1860,1494,3079,5,80.0,1,1,1,1,1,1,0,81.39,23.63,https://imgd.aeplcdn.com/640X480/vimages/202605/4575345_139623_1779720546476.jpg?qp=80&fit=true
2020 Mercedes-Benz E-Class E 200 Exclusive,53000,Petrol,2020,2021,First,Automatic,White,"Makarba, Ahmedabad",1991.0,,5063,1860,1494,3079,5,80.0,1,1,1,1,1,1,0,74.5,40.82,https://imgd.aeplcdn.com/640X480/vimages/202602/4403637_3609_1771667933180.jpg?qp=80&fit=true
2023 Mercedes-Benz GLA 220d [2021-2023],24000,Diesel,2023,2023,First,Automatic,White,"Makarba, Ahmedabad",1950.0,20.8,4410,2020,1611,2729,5,,1,1,1,1,1,1,1,56.0,38.81,https://imgd.aeplcdn.com/640X480/vimages/202604/4499361_3609_1776086176535.jpg?qp=80&fit=true
2023 Mercedes-Benz GLA 220d AMG Line 4MATIC,35000,Diesel,2023,2023,First,Automatic,White,"Jivraj Park, Ahmedabad",1950.0,18.9,4436,2020,1611,2729,5,,1,1,1,1,1,1,1,58.99,41.58,https://imgd.aeplcdn.com/640X480/vimages/202607/4661104_133865_1_1783411251787.jpg?qp=80&fit=true
2018 Mercedes-Benz GLA 200 Sport,37572,Petrol,2018,2018,First,Automatic,White,"Makarba, Ahmedabad",1991.0,13.7,4424,1804,1494,2699,5,50.0,1,1,1,1,1,1,1,38.31,18.56,https://imgd.aeplcdn.com/640X480/vimages/202606/4648260_6145_1_1782825268739.jpg?qp=80&fit=true
2023 Mercedes-Benz GLA 220d [2021-2023],54000,Diesel,2023,2023,First,Automatic,Grey,"Thaltej, Ahmedabad",1950.0,20.8,4410,2020,1611,2729,5,,1,1,1,1,1,1,1,56.0,36.41,https://imgd.aeplcdn.com/640X480/vimages/202607/4604057_6434_1_1783665192830.jpg?qp=80&fit=true
2025 Mercedes-Benz GLA 220d 4MATIC,19400,Diesel,2025,2025,First,Automatic,White,"Makarba, Ahmedabad",1950.0,,4412,1834,1616,2729,5,51.0,1,1,1,1,1,1,1,58.26,46.62,https://imgd.aeplcdn.com/640X480/vimages/202606/4623699_3609_1781771744754.jpg?qp=80&fit=true
2021 Mercedes-Benz GLC 200 Progressive,35629,Petrol,2021,2022,First,Automatic,White,"Vastrapur, Ahmedabad",1991.0,12.8,4658,1890,1644,2873,5,66.0,1,1,1,1,1,1,1,68.06,43.74,https://imgd.aeplcdn.com/640X480/vimages/202607/4597709_156728_1782980154191.jpg?qp=80&fit=true
